ID;ORDERID;ITEMID;AMOUNT;UNITPRICE;LINETOTAL
259828;47266;9713;7;251.581;1.761.067
259829;47266;9736;10;117.935;1.179.351
259830;47267;15709;5;624.217;3.121.084
259831;47267;11045;10;119.864;1.198.635
259832;47267;13563;2;16.134;32.268
259833;47267;9718;10;222.458;2.224.580
259834;47267;10672;6;162.567;975.402
259835;47267;19040;7;137.462;962.231
259836;47268;2593;2;47.706;95.412
259837;47268;1381;10;188.936;1.889.361
259838;47268;3361;8;80.483;643.864
259839;47268;23144;9;158.923;1.430.306
259840;47268;1394;5;28.301;141.506
259841;47268;16497;2;0.9405;18.809
259842;47268;13189;5;53.381;266.903
259843;47269;15833;10;144.157;1.441.565
259844;47269;18003;10;27.589;275.895
259845;47269;23540;9;14.902;134.122
259846;47269;11045;2;117.584;235.169
259847;47269;13711;5;14.326;71.628
259848;47269;22970;6;77.240;463.438
259849;47270;8216;1;56.317;56.317
259850;47270;19315;1;59.507;59.507
259851;47270;11770;3;40.939;122.818
259852;47270;21586;5;20.930;104.651
259853;47270;4714;6;143.011;858.067
259854;47270;16023;7;92.372;646.606
259855;47270;15117;1;10.751;10.751
259856;47270;13801;10;39.185;391.852
259857;47270;11044;7;263.941;1.847.589
259858;47270;19122;10;58.120;581.199
259859;47271;8766;3;16.527;49.581
259860;47271;12028;5;1.638.613;8.193.067
259861;47272;19718;1;17.675;17.675
259862;47272;11908;3;337.807;1.013.421
259863;47272;11125;5;52.437;262.186
259864;47272;6654;5;92.149;460.744
259865;47272;7833;5;241.806;1.209.030
259866;47272;15437;2;218.129;436.259
259867;47272;534;8;57.031;456.251
259868;47273;22000;5;509.707;2.548.535
259869;47273;12973;2;212.032;424.064
259870;47273;22307;4;35.681;142.723
259871;47273;3675;4;469.575;1.878.301
259872;47273;14740;6;194.171;1.165.026
259873;47274;14094;2;87.978;175.957
259874;47274;6805;6;14.616;87.695
259875;47274;12317;8;11.194;89.554
259876;47274;20908;6;12.733;76.399
259877;47274;9066;8;17.212;137.694
259878;47274;21101;8;57.221;457.765
259879;47275;5798;10;56.064;560.637
259880;47275;5888;10;1.171.316;11.713.162
259881;47275;1404;8;15.726;125.806
259882;47275;15694;3;0.2673;0.8018
259883;47275;6165;4;140.095;560.381
259884;47275;24603;1;46.755;46.755
259885;47276;2700;1;93.896;93.896
259886;47276;5492;3;17.542;52.627
259887;47277;9039;5;49.325;246.623
259888;47277;3794;7;192.147;1.345.028
259889;47277;3767;5;530.516;2.652.579
259890;47277;1042;8;153.165;1.225.319
259891;47277;16199;9;0.4777;42.993
259892;47277;11645;6;177.969;1.067.812
259893;47277;18637;8;0.5481;43.852
259894;47278;15093;9;0.4936;44.422
259895;47279;1318;9;14.800;133.198
259896;47279;1732;10;1.008.345;10.083.447
259897;47280;16584;9;246.117;2.215.057
259898;47280;17455;10;81.083;810.825
259899;47280;3589;8;261.426;2.091.405
259900;47280;10980;6;25.334;152.006
259901;47280;10996;6;50.888;305.328
259902;47280;10265;10;44.965;449.649
259903;47281;1428;3;55.852;167.556
259904;47282;3733;3;102.573;307.720
259905;47282;23281;5;50.535;252.673
259906;47282;16268;2;31.713;63.427
259907;47282;13851;1;0.9525;0.9525
259908;47283;9917;8;30.148;241.184
259909;47284;22670;10;101.690;1.016.902
259910;47284;2254;8;61.416;491.329
259911;47285;6411;3;95.826;287.478
259912;47285;13973;3;107.657;322.972
259913;47285;10745;6;462.730;2.776.378
259914;47285;11150;7;0.8288;58.018
259915;47285;5365;2;76.460;152.919
259916;47285;15257;1;187.199;187.199
259917;47285;5149;6;80.839;485.036
259918;47285;17955;6;26.286;157.716
259919;47286;15728;10;52.224;522.240
259920;47286;12546;2;120.984;241.967
259921;47287;13994;9;75.819;682.369
259922;47287;474;5;343.471;1.717.355
259923;47287;9969;7;241.896;1.693.271
259924;47287;6417;1;84.586;84.586
259925;47287;3872;3;27.211;81.632
259926;47287;8737;1;176.037;176.037
259927;47287;24462;10;70.547;705.470
259928;47287;16037;3;569.086;1.707.259
259929;47288;20512;2;151.755;303.509
259930;47288;14549;1;178.624;178.624
259931;47288;24067;7;23.168;162.174
259932;47288;13006;6;127.894;767.362
259933;47288;9552;5;21.132;105.661
259934;47288;610;10;13.588;135.881
259935;47288;24128;7;86.375;604.626
259936;47288;8040;3;356.529;1.069.587
259937;47289;24961;5;20.867;104.334
259938;47289;7058;6;295.550;1.773.298
259939;47289;10287;2;14.657;29.314
259940;47290;4592;6;132.121;792.726
259941;47290;17872;1;61.213;61.213
259942;47290;16417;2;63.904;127.808
259943;47290;18980;1;92.359;92.359
259944;47290;23929;7;263.309;1.843.164
259945;47290;22561;8;109.502;876.016
259946;47290;21530;8;0.5241;41.928
259947;47290;2245;4;94.194;376.775
259948;47290;3070;1;264.076;264.076
259949;47291;2318;3;89.366;268.098
259950;47291;12139;1;56.047;56.047
259951;47292;17537;6;244.690;1.468.142
259952;47292;1902;4;75.852;303.409
259953;47292;21305;10;113.949;1.139.489
259954;47292;12398;3;37.761;113.284
259955;47292;14610;10;12.754;127.537
259956;47292;19871;1;23.140;23.140
259957;47292;10919;6;50.683;304.098
259958;47292;18102;6;61.225;367.348
259959;47292;15058;7;120.973;846.809
259960;47292;24981;9;73.868;664.814
259961;47293;985;2;421.777;843.554
259962;47293;14236;6;233.755;1.402.527
259963;47293;11674;8;10.531;84.246
259964;47293;19832;2;25.799;51.598
259965;47293;6090;3;24.724;74.173
259966;47294;23156;3;115.042;345.127
259967;47294;17977;9;12.710;114.394
259968;47294;19166;7;25.896;181.270
259969;47294;10116;9;225.152;2.026.369
259970;47294;6843;9;43.572;392.146
259971;47294;2151;10;140.838;1.408.375
259972;47295;14043;2;288.024;576.048
259973;47295;24530;5;361.027;1.805.137
259974;47295;20210;7;21.235;148.647
259975;47295;24290;3;104.369;313.108
259976;47296;18512;4;165.545;662.179
259977;47296;5922;2;199.841;399.682
259978;47296;19147;8;12.496;99.970
259979;47296;5714;2;49.589;99.178
259980;47297;4257;10;72.637;726.374
259981;47297;24230;7;96.958;678.708
259982;47297;14469;4;136.967;547.869
259983;47297;13347;4;168.148;672.591
259984;47297;8953;4;158.551;634.205
259985;47297;905;7;186.122;1.302.853
259986;47297;12730;7;26.139;182.974
259987;47297;24052;4;238.227;952.907
259988;47298;20913;7;0.8054;56.375
259989;47298;20104;2;0.7468;14.937
259990;47298;22069;9;482.136;4.339.225
259991;47299;24359;8;80.531;644.245
259992;47299;6472;9;135.092;1.215.831
259993;47299;22245;6;125.244;751.462
259994;47299;20487;7;32.605;228.236
259995;47300;22798;8;0.8673;69.381
259996;47300;17120;8;114.363;914.906
259997;47301;3569;1;56.939;56.939
259998;47302;4014;1;32.387;32.387
259999;47303;9192;3;192.315;576.944
260000;47303;18267;3;78.849;236.546
260001;47303;23432;4;97.629;390.517
260002;47303;2235;4;104.322;417.288
260003;47303;6203;8;440.751;3.526.006
260004;47303;18294;6;27.581;165.486
260005;47303;24889;5;91.530;457.648
260006;47304;23435;1;108.729;108.729
260007;47304;22653;5;356.469;1.782.346
260008;47304;18030;8;15.660;125.280
260009;47304;10604;2;306.530;613.061
260010;47304;21252;9;42.597;383.373
260011;47304;24109;8;167.134;1.337.069
260012;47304;12097;9;305.446;2.749.014
260013;47305;14710;9;103.806;934.254
260014;47305;17240;9;128.758;1.158.818
260015;47305;21955;3;17.333;51.999
260016;47306;19246;6;65.119;390.713
260017;47306;14239;10;523.844;5.238.444
260018;47306;15647;7;12.698;88.888
260019;47306;14299;5;336.603;1.683.014
260020;47306;24761;3;61.169;183.507
260021;47306;19842;9;61.526;553.730
260022;47307;18891;4;38.742;154.968
260023;47307;8133;9;111.527;1.003.746
260024;47307;16820;9;113.036;1.017.327
260025;47307;23204;3;102.443;307.329
260026;47308;23204;3;102.443;307.329
260027;47308;17424;5;56.255;281.273
260028;47308;18303;10;46.007;460.072
260029;47308;20188;10;13.383;133.826
260030;47309;12323;8;85.398;683.184
260031;47309;2903;9;14.665;131.983
260032;47309;453;2;0.7919;15.837
260033;47310;8313;5;363.662;1.818.309
260034;47311;12528;10;316.762;3.167.618
260035;47311;8934;7;264.081;1.848.566
260036;47312;11966;3;163.643;490.928
260037;47312;21450;9;11.910;107.194
260038;47312;13377;2;1.002.230;2.004.460
260039;47312;20546;9;251.055;2.259.496
260040;47312;18569;2;344.452;688.904
260041;47312;20920;4;219.116;876.464
260042;47312;24383;9;997.970;8.981.730
260043;47313;7640;7;739.329;5.175.306
260044;47313;24069;8;216.733;1.733.868
260045;47313;22227;3;10.097;30.292
260046;47313;12256;8;0.6349;50.792
260047;47313;6353;8;279.573;2.236.588
260048;47313;17363;8;33.037;264.296
260049;47313;8282;2;50.921;101.843
260050;47314;22300;5;181.749;908.747
260051;47314;8316;6;346.212;2.077.269
260052;47314;23504;2;19.030;38.059
260053;47314;17664;8;646.992;5.175.936
260054;47314;3808;4;14.319.645;57.278.581
260055;47315;5714;3;51.213;153.640
260056;47315;13210;9;70.240;632.164
260057;47315;2048;5;96.761;483.804
260058;47315;19117;1;31.814;31.814
260059;47316;11104;6;220.017;1.320.105
260060;47316;10855;5;79.446;397.229
260061;47316;13265;3;1.093.522;3.280.566
260062;47316;15596;7;80.128;560.896
260063;47317;18382;9;522.442;4.701.981
260064;47317;14615;10;28.973;289.734
260065;47317;8066;4;202.407;809.628
260066;47317;885;10;23.517;235.169
260067;47317;11436;8;31.276;250.211
260068;47317;10625;5;375.550;1.877.749
260069;47317;2253;3;41.589;124.766
260070;47318;13695;10;47.852;478.523
260071;47318;22820;2;129.013;258.025
260072;47318;21441;2;116.647;233.294
260073;47319;1083;2;402.727;805.454
260074;47319;23260;5;60.732;303.660
260075;47319;12464;7;38.402;268.813
260076;47319;15402;1;21.207;21.207
260077;47320;15254;7;190.299;1.332.096
260078;47320;22493;8;82.617;660.933
260079;47321;10097;1;184.879;184.879
260080;47321;2914;8;0.2381;19.049
260081;47321;23623;3;0.7468;22.405
260082;47321;4167;2;12.795;25.591
260083;47322;10034;7;104.515;731.607
260084;47322;21713;5;204.059;1.020.296
260085;47322;24737;3;37.632;112.896
260086;47322;68;6;13.026;78.156
260087;47323;18675;1;521.383;521.383
260088;47323;12656;4;101.977;407.907
260089;47323;14240;8;43.544;348.349
260090;47323;20873;4;13.253;53.012
260091;47323;20641;6;80.268;481.607
260092;47323;11108;4;210.742;842.968
260093;47323;8458;3;59.535;178.604
260094;47323;12988;7;53.128;371.895
260095;47324;2405;2;26.344;52.688
260096;47324;23674;7;148.690;1.040.829
260097;47324;1655;5;432.288;2.161.441
260098;47324;1525;1;55.661;55.661
260099;47324;1263;5;0.5919;29.593
260100;47325;1156;10;24.683;246.835
260101;47325;11558;10;501.078;5.010.780
260102;47325;17521;5;205.234;1.026.168
260103;47325;10006;7;32.930;230.513
260104;47325;17244;10;240.937;2.409.374
260105;47325;16594;10;68.176;681.759
260106;47325;6823;10;31.685;316.848
260107;47326;620;4;34.119;136.476
260108;47326;21885;8;501.878;4.015.020
260109;47326;2787;2;118.829;237.658
260110;47326;9149;6;38.877;233.264
260111;47326;21681;7;181.779;1.272.454
260112;47327;15115;7;109.792;768.543
260113;47327;18372;1;0.5143;0.5143
260114;47327;12107;7;139.190;974.329
260115;47328;19586;5;0.6633;33.165
260116;47328;13827;10;249.667;2.496.665
260117;47328;3225;5;43.774;218.872
260118;47328;7528;9;84.955;764.592
260119;47329;19636;4;38.456;153.823
260120;47329;21992;10;12.114;121.142
260121;47329;17191;6;22.014;132.082
260122;47329;16450;9;245.020;2.205.182
260123;47329;16450;9;245.020;2.205.182
260124;47329;10472;10;335.383;3.353.832
260125;47329;13106;10;48.573;485.735
260126;47330;4792;5;112.347;561.737
260127;47330;2499;9;172.939;1.556.454
260128;47330;3321;7;44.076;308.533
260129;47330;13832;8;311.418;2.491.342
260130;47330;17787;8;78.519;628.155
260131;47330;17970;3;89.799;269.396
260132;47330;4538;2;34.174;68.349
260133;47330;19141;5;50.372;251.859
260134;47331;2745;4;24.680;98.719
260135;47331;4681;6;158.178;949.069
260136;47331;8921;1;72.331;72.331
260137;47331;4747;6;192.976;1.157.854
260138;47331;12765;8;178.590;1.428.722
260139;47331;5631;10;62.367;623.673
260140;47331;5022;8;213.901;1.711.209
260141;47332;13645;1;17.352;17.352
260142;47332;18057;9;81.398;732.586
260143;47332;20096;4;0.8797;35.188
260144;47333;11279;2;25.211;50.422
260145;47333;1302;5;31.438;157.190
260146;47333;19586;5;0.5942;29.710
260147;47333;9323;9;42.706;384.354
260148;47333;5096;6;470.349;2.822.095
260149;47334;5582;2;108.112;216.224
260150;47334;19992;5;154.508;772.539
260151;47334;11820;9;46.319;416.873
260152;47335;5241;9;50.716;456.446
260153;47335;9577;7;127.175;890.226
260154;47335;10175;8;226.898;1.815.187
260155;47335;665;6;175.855;1.055.132
260156;47336;4658;4;282.495;1.129.980
260157;47336;8929;9;204.897;1.844.071
260158;47336;15222;10;60.583;605.833
260159;47336;18920;9;138.798;1.249.182
260160;47337;7729;5;613.978;3.069.890
260161;47338;5030;7;137.576;963.031
260162;47338;2634;5;19.472;97.362
260163;47338;3623;5;279.077;1.395.387
260164;47338;24829;9;41.452;373.072
260165;47338;12535;9;50.007;450.067
260166;47338;13832;4;298.167;1.192.669
260167;47338;18393;10;39.882;398.818
260168;47338;21217;9;46.614;419.529
260169;47338;14064;7;564.517;3.951.621
260170;47339;7956;8;43.185;345.482
260171;47339;10300;9;223.862;2.014.754
260172;47339;22294;6;0.5590;33.539
260173;47339;21832;6;15.354;92.126
260174;47339;20067;6;146.386;878.313
260175;47340;24340;9;75.361;678.249
260176;47341;1553;3;80.973;242.918
260177;47341;4598;7;69.221;484.549
260178;47342;22961;1;140.243;140.243
260179;47342;8969;4;129.108;516.433
260180;47342;6484;6;141.466;848.794
260181;47342;21116;6;118.092;708.551
260182;47342;21200;2;94.850;189.700
260183;47343;3566;2;88.258;176.515
260184;47343;15700;6;46.411;278.465
260185;47344;23184;2;10.573;21.147
260186;47345;14702;7;320.424;2.242.965
260187;47345;1667;6;32.454;194.723
260188;47345;5017;6;40.125;240.750
260189;47345;3135;6;88.875;533.252
260190;47345;10221;2;15.370;30.740
260191;47345;12280;6;11.696;70.179
260192;47345;23234;2;24.377;48.754
260193;47345;481;4;383.097;1.532.386
260194;47345;742;10;275.024;2.750.240
260195;47346;12074;4;61.076;244.303
260196;47346;2019;2;49.102;98.203
260197;47347;9618;5;10.769;53.843
260198;47348;6206;8;311.159;2.489.270
260199;47348;20279;8;117.990;943.923
260200;47348;17006;2;66.683;133.367
260201;47348;24517;2;112.305;224.610
260202;47348;24952;3;189.191;567.574
260203;47348;10624;2;1.116.153;2.232.306
260204;47348;18665;6;56.825;340.952
260205;47348;19651;9;11.744;105.695
260206;47349;22876;5;58.118;290.589
260207;47349;23358;7;147.804;1.034.630
260208;47349;12136;9;316.345;2.847.108
260209;47349;12516;5;12.131;60.655
260210;47349;6122;4;15.731;62.925
260211;47349;7073;6;52.136;312.817
260212;47349;13414;5;49.395;246.973
260213;47349;1805;9;35.996;323.961
260214;47350;6671;6;0.3010;18.060
260215;47351;4183;6;11.154;66.924
260216;47351;23010;9;49.803;448.227
260217;47351;325;1;58.445;58.445
260218;47351;15666;8;125.941;1.007.529
260219;47351;21633;6;34.027;204.163
260220;47351;24655;5;119.795;598.973
260221;47351;7075;10;33.425;334.248
260222;47351;19145;2;1.065.339;2.130.679
260223;47352;22873;6;159.210;955.261
260224;47352;20123;9;71.694;645.249
260225;47352;1258;3;11.959;35.877
260226;47352;21950;5;0.9306;46.528
260227;47352;23678;4;44.728;178.913
260228;47352;13387;2;256.477;512.954
260229;47352;5786;2;527.453;1.054.905
260230;47353;1458;1;272.824;272.824
260231;47353;12203;10;438.189;4.381.889
260232;47353;9486;10;13.874;138.743
260233;47353;1337;8;50.271;402.170
260234;47353;18739;9;2.308.691;20.778.223
260235;47353;10392;3;16.812;50.436
260236;47353;17392;4;28.560;114.240
260237;47353;12176;7;317.931;2.225.515
260238;47353;12285;7;73.380;513.662
260239;47353;16155;2;181.526;363.052
260240;47354;24130;1;24.718;24.718
260241;47354;5328;4;214.018;856.073
260242;47354;13883;7;36.998;258.989
260243;47355;19525;8;38.744;309.954
260244;47355;21781;10;89.601;896.009
260245;47355;21045;5;11.430;57.151
260246;47355;12394;6;235.400;1.412.400
260247;47355;13854;7;0.6023;42.162
260248;47355;16147;5;122.529;612.644
260249;47355;3877;1;248.434;248.434
260250;47355;9073;8;68.390;547.121
260251;47355;16380;3;207.902;623.706
260252;47356;4363;3;174.617;523.851
260253;47356;19381;3;170.292;510.876
260254;47356;4418;7;120.995;846.968
260255;47357;12197;1;0.2773;0.2773
260256;47357;3402;10;97.685;976.848
260257;47358;24232;6;26.968;161.808
260258;47358;22817;2;82.834;165.668
260259;47358;7844;2;12.514;25.028
260260;47358;16786;7;176.571;1.235.998
260261;47359;3453;10;47.991;479.908
260262;47360;5803;9;53.740;483.661
260263;47360;6350;2;11.163;22.325
260264;47360;7926;4;132.390;529.559
260265;47361;6881;8;0.6526;52.207
260266;47361;22803;7;68.551;479.856
260267;47361;15029;6;405.362;2.432.173
260268;47361;8356;10;147.212;1.472.121
260269;47361;5592;7;36.625;256.376
260270;47361;4899;2;109.240;218.481
260271;47361;12691;3;99.416;298.248
260272;47361;11189;2;60.683;121.366
260273;47362;6576;7;122.173;855.210
260274;47362;24134;6;211.422;1.268.534
260275;47362;13822;6;100.179;601.076
260276;47362;17509;4;85.261;341.042
260277;47362;3049;5;114.384;571.918
260278;47362;8102;6;477.645;2.865.868
260279;47363;23731;1;211.201;211.201
260280;47364;19380;6;181.817;1.090.902
260281;47364;21734;7;530.976;3.716.831
260282;47365;7441;3;125.180;375.540
260283;47365;22084;6;73.721;442.323
260284;47365;24837;8;220.198;1.761.582
260285;47365;16044;10;403.013;4.030.131
260286;47365;14866;1;79.962;79.962
260287;47365;2392;4;93.939;375.757
260288;47365;24292;7;251.635;1.761.448
260289;47365;6440;5;61.947;309.737
260290;47365;3068;1;38.905;38.905
260291;47366;151;10;27.232;272.317
260292;47366;7577;1;16.956;16.956
260293;47366;9614;5;257.267;1.286.335
260294;47366;20307;8;73.826;590.607
260295;47366;11064;6;392.241;2.353.446
260296;47366;5094;9;10.116;91.044
260297;47366;9524;9;239.520;2.155.678
260298;47366;10165;2;186.081;372.162
260299;47367;17449;10;34.988;349.877
260300;47367;22303;4;96.589;386.354
260301;47367;12991;2;28.095;56.191
260302;47367;16826;3;214.796;644.389
260303;47367;19162;1;0.3957;0.3957
260304;47367;861;8;375.473;3.003.786
260305;47367;4038;6;54.827;328.960
260306;47367;9572;2;89.844;179.689
260307;47368;21121;8;164.942;1.319.538
260308;47368;6852;5;201.444;1.007.220
260309;47368;3308;1;155.796;155.796
260310;47368;1238;4;113.834;455.336
260311;47368;2326;4;403.267;1.613.069
260312;47368;21945;9;123.607;1.112.466
260313;47368;3643;6;100.634;603.802
260314;47369;24356;10;277.518;2.775.177
260315;47370;24683;3;43.849;131.546
260316;47370;23000;6;82.042;492.254
260317;47371;7442;1;91.575;91.575
260318;47371;6661;4;0.7164;28.656
260319;47371;4914;4;49.209;196.836
260320;47371;8197;7;38.102;266.714
260321;47371;21182;6;495.321;2.971.924
260322;47371;13696;10;10.841;108.414
260323;47371;15645;1;0.4901;0.4901
260324;47371;11961;8;176.052;1.408.416
260325;47372;23244;2;103.014;206.028
260326;47372;7415;3;33.287;99.862
260327;47372;21747;2;13.940;27.881
260328;47372;1455;9;39.963;359.669
260329;47372;2381;10;102.652;1.026.522
260330;47372;24907;5;225.425;1.127.123
260331;47372;16260;3;174.565;523.696
260332;47372;22801;9;74.378;669.405
260333;47372;15117;10;11.080;110.795
260334;47373;12016;7;18.116;126.809
260335;47373;14469;8;129.675;1.037.402
260336;47373;23090;1;85.806;85.806
260337;47373;10901;1;228.351;228.351
260338;47374;16793;8;83.591;668.727
260339;47374;9839;8;13.385;107.079
260340;47374;1658;7;39.549;276.845
260341;47374;11464;6;16.810;100.860
260342;47374;5850;7;152.204;1.065.428
260343;47374;19641;6;23.717;142.304
260344;47374;8487;2;280.182;560.364
260345;47374;18547;6;189.395;1.136.369
260346;47374;19658;4;20.963;83.852
260347;47374;5244;9;40.650;365.852
260348;47375;7992;8;113.843;910.745
260349;47376;11237;5;33.207;166.035
260350;47376;15178;1;137.203;137.203
260351;47377;2390;10;31.496;314.964
260352;47377;1458;3;242.963;728.889
260353;47377;19735;6;136.134;816.802
260354;47377;20732;6;31.521;189.124
260355;47377;388;8;198.948;1.591.584
260356;47377;9830;3;59.484;178.453
260357;47377;8039;1;580.050;580.050
260358;47377;19045;2;21.831;43.662
260359;47377;9401;4;229.478;917.911
260360;47378;5805;3;32.398;97.193
260361;47378;4827;3;76.725;230.176
260362;47378;16987;8;58.166;465.325
260363;47378;7649;7;33.058;231.406
260364;47378;12026;6;328.340;1.970.039
260365;47378;11692;8;197.400;1.579.200
260366;47378;17330;5;51.889;259.443
260367;47378;13437;9;28.374;255.369
260368;47379;8365;8;65.669;525.355
260369;47380;6658;2;1.073.530;2.147.059
260370;47380;2860;3;105.866;317.599
260371;47380;6155;6;73.276;439.659
260372;47380;20559;8;50.470;403.762
260373;47380;6778;5;140.968;704.841
260374;47380;22789;8;50.552;404.414
260375;47381;9634;4;570.428;2.281.711
260376;47381;21012;2;171.445;342.890
260377;47381;17725;3;37.439;112.318
260378;47381;9119;9;212.327;1.910.940
260379;47381;13015;7;95.881;671.170
260380;47381;5095;5;285.913;1.429.563
260381;47381;14384;2;95.788;191.575
260382;47381;22524;1;242.319;242.319
260383;47382;10147;9;560.915;5.048.238
260384;47382;5096;6;468.281;2.809.687
260385;47382;12967;9;98.628;887.648
260386;47382;17053;10;1.325.729;13.257.287
260387;47382;10115;2;253.546;507.092
260388;47383;18359;6;38.319;229.912
260389;47383;23134;2;13.213;26.426
260390;47383;2646;8;344.470;2.755.762
260391;47384;22783;2;105.379;210.758
260392;47384;21358;7;64.049;448.343
260393;47384;18985;10;51.777;517.773
260394;47385;23802;5;100.619;503.095
260395;47385;1818;8;76.388;611.101
260396;47386;20467;6;173.401;1.040.403
260397;47386;24161;6;512.266;3.073.594
260398;47386;21840;4;229.508;918.031
260399;47386;14372;1;55.405;55.405
260400;47386;5082;4;297.616;1.190.463
260401;47386;16786;5;182.673;913.365
260402;47386;3267;1;265.633;265.633
260403;47387;18856;6;60.528;363.169
260404;47387;13232;2;35.614;71.227
260405;47387;16884;7;123.815;866.705
260406;47387;22644;8;21.226;169.807
260407;47387;2310;3;31.166;93.498
260408;47388;22056;2;140.847;281.694
260409;47388;11083;8;294.762;2.358.092
260410;47388;22671;10;12.228;122.276
260411;47388;11254;3;30.753;92.259
260412;47388;654;9;167.954;1.511.582
260413;47388;3458;1;35.973;35.973
260414;47388;5107;1;81.374;81.374
260415;47388;14065;2;243.013;486.026
260416;47388;2288;1;0.2462;0.2462
260417;47389;23899;7;13.308;93.155
260418;47389;7133;6;88.219;529.313
260419;47389;23499;8;63.332;506.653
260420;47389;14664;8;278.781;2.230.246
260421;47389;18995;2;12.624;25.248
260422;47389;20529;10;23.941;239.414
260423;47389;6320;10;719.085;7.190.849
260424;47389;13271;4;0.6145;24.578
260425;47390;3856;9;34.488;310.389
260426;47390;11433;5;104.754;523.772
260427;47390;13524;2;177.011;354.022
260428;47390;19444;9;28.715;258.434
260429;47390;3968;4;62.702;250.809
260430;47390;5767;3;657.223;1.971.669
260431;47390;15116;1;30.681;30.681
260432;47391;2597;1;175.508;175.508
260433;47391;22149;2;108.026;216.051
260434;47391;21680;2;86.270;172.540
260435;47391;9021;9;76.561;689.053
260436;47391;1697;6;35.260;211.562
260437;47391;21702;5;153.684;768.418
260438;47391;1554;1;268.304;268.304
260439;47392;22193;6;16.547;99.282
260440;47393;5953;7;156.966;1.098.759
260441;47393;17905;5;55.227;276.137
260442;47393;20173;3;273.444;820.332
260443;47393;3888;3;18.614;55.841
260444;47393;23923;6;59.320;355.920
260445;47393;14122;8;49.167;393.338
260446;47393;17284;2;52.978;105.957
260447;47393;22475;6;36.532;219.192
260448;47393;18363;4;16.276;65.104
260449;47393;18412;4;25.493;101.972
260450;47394;14419;7;633.220;4.432.538
260451;47394;4711;8;99.104;792.829
260452;47394;21185;1;24.684;24.684
260453;47394;11250;6;0.7969;47.816
260454;47394;17587;7;233.976;1.637.829
260455;47394;13026;1;150.176;150.176
260456;47394;4460;3;147.466;442.397
260457;47394;6366;6;88.054;528.325
260458;47394;16144;7;249.836;1.748.851
260459;47394;9946;5;127.702;638.511
260460;47395;17440;10;50.149;501.485
260461;47395;9476;9;54.133;487.201
260462;47395;46;4;281.160;1.124.639
260463;47395;20850;6;0.4608;27.650
260464;47396;5574;10;169.895;1.698.945
260465;47396;8440;3;68.294;204.881
260466;47396;15357;10;35.768;357.678
260467;47396;10417;3;107.476;322.429
260468;47396;12798;8;157.535;1.260.282
260469;47396;14569;6;139.630;837.782
260470;47396;21070;3;157.612;472.837
260471;47396;22959;9;13.678;123.105
260472;47396;21272;6;186.546;1.119.278
260473;47397;22050;1;227.695;227.695
260474;47397;14105;8;132.572;1.060.578
260475;47397;24590;6;271.954;1.631.725
260476;47398;15913;7;19.996;139.972
260477;47398;668;1;558.693;558.693
260478;47398;16425;5;320.199;1.600.995
260479;47398;6964;5;10.903;54.513
260480;47398;19464;5;109.572;547.861
260481;47398;6908;10;24.307;243.074
260482;47399;7523;10;330.887;3.308.875
260483;47399;19993;3;948.540;2.845.620
260484;47399;2148;7;127.630;893.411
260485;47399;16085;3;116.790;350.371
260486;47399;23210;3;0.9191;27.574
260487;47399;21257;9;58.567;527.105
260488;47399;10148;6;130.379;782.276
260489;47400;3929;1;188.993;188.993
260490;47400;17946;4;248.701;994.804
260491;47400;5009;9;33.713;303.413
260492;47400;5281;9;181.710;1.635.387
260493;47400;1183;1;62.850;62.850
260494;47400;4068;2;654.090;1.308.179
260495;47400;8547;8;36.962;295.694
260496;47400;15450;9;69.124;622.112
260497;47400;12336;2;126.098;252.197
260498;47401;23627;10;71.878;718.780
260499;47401;22968;5;141.661;708.307
260500;47401;23412;2;296.344;592.689
260501;47401;15691;9;96.899;872.090
260502;47401;15030;10;77.611;776.114
260503;47401;14798;7;43.692;305.844
260504;47401;539;8;584.313;4.674.507
260505;47402;6804;3;12.993;38.980
260506;47402;2681;7;22.398;156.786
260507;47402;10810;9;24.508;220.576
260508;47402;15864;1;42.335;42.335
260509;47402;24186;6;347.242;2.083.450
260510;47402;24358;8;269.234;2.153.871
260511;47402;422;8;399.949;3.199.588
260512;47402;18516;4;18.270;73.082
260513;47402;6158;2;156.463;312.926
260514;47402;826;7;133.766;936.362
260515;47403;24361;4;46.515;186.059
260516;47403;14101;8;224.262;1.794.097
260517;47403;10851;8;72.872;582.977
260518;47403;7123;8;48.537;388.293
260519;47403;632;10;132.005;1.320.047
260520;47403;21825;6;46.003;276.018
260521;47403;3777;5;64.006;320.031
260522;47403;7625;5;18.930;94.648
260523;47403;2117;10;396.328;3.963.276
260524;47404;4573;9;131.727;1.185.540
260525;47404;11829;1;44.776;44.776
260526;47404;21145;5;626.476;3.132.381
260527;47404;2000;5;69.507;347.535
260528;47404;16631;8;181.210;1.449.679
260529;47404;23714;10;50.276;502.760
260530;47404;14434;8;32.172;257.376
260531;47404;8914;8;211.830;1.694.639
260532;47404;11043;5;193.519;967.596
260533;47404;19767;9;36.150;325.348
260534;47405;22593;1;43.107;43.107
260535;47405;15516;9;70.341;633.067
260536;47405;12331;3;270.105;810.315
260537;47405;10260;5;137.265;686.323
260538;47405;14663;7;98.214;687.499
260539;47405;19206;10;12.280;122.802
260540;47405;7192;8;23.536;188.284
