ID;USERID;DATE_;TOTALPRICE;STATUS_;ADDRESSID
43898;1314;21.05.2019 19:31;0.0000;0;3162
43899;2033;31.08.2019 04:36;0.0000;0;4952
43900;1719;16.09.2019 10:41;0.0000;0;4147
43901;2853;29.09.2019 15:37;0.0000;0;12178
43902;2595;26.10.2019 07:39;0.0000;0;11581
43903;8867;31.01.2020 14:20;0.0000;0;21658
43904;29;27.05.2019 12:33;0.0000;0;61
43905;3284;21.05.2019 02:27;0.0000;0;13250
43906;833;25.01.2020 21:46;0.0000;0;1976
43907;1722;15.02.2020 14:44;0.0000;0;4154
43908;5994;9.07.2019 05:39;0.0000;0;9441
43909;7378;12.10.2019 22:07;0.0000;0;18011
43910;3731;3.04.2019 17:39;0.0000;0;14328
43911;2104;20.09.2019 19:25;0.0000;0;5122
43912;7724;2.07.2019 09:47;0.0000;0;18891
43913;5707;4.07.2019 22:48;0.0000;0;8730
43914;1661;3.03.2019 22:26;0.0000;0;4024
43915;5240;5.11.2019 23:14;0.0000;0;7563
43916;9621;24.01.2019 03:43;0.0000;0;23545
43917;3636;18.10.2019 13:40;0.0000;0;14087
43918;6334;22.10.2019 11:27;0.0000;0;10259
43919;809;28.10.2019 16:57;0.0000;0;1926
43920;322;30.12.2019 09:48;0.0000;0;738
43921;3969;1.08.2019 22:52;0.0000;0;14915
43922;6834;27.02.2019 00:06;0.0000;0;16688
43923;9135;25.06.2019 04:19;0.0000;0;22311
43924;2195;8.02.2019 19:19;0.0000;0;10585
43925;4742;27.06.2019 05:23;0.0000;0;6290
43926;6888;8.03.2020 13:31;0.0000;0;16804
43927;5102;14.08.2019 07:58;0.0000;0;7215
43928;3409;23.02.2020 06:09;0.0000;0;13541
43929;8311;27.02.2019 06:47;0.0000;0;20314
43930;1795;25.09.2019 10:15;0.0000;0;4342
43931;1483;20.10.2019 23:19;0.0000;0;3591
43932;8357;16.12.2019 19:40;0.0000;0;20421
43933;6270;21.08.2019 06:09;0.0000;0;10122
43934;8995;17.02.2019 12:28;0.0000;0;21988
43935;4868;30.10.2019 23:41;0.0000;0;6604
43936;3321;9.02.2020 18:35;0.0000;0;13338
43937;6542;20.08.2019 22:43;0.0000;0;15990
43938;8721;17.01.2019 12:50;0.0000;0;21302
43939;3761;20.08.2019 01:49;0.0000;0;14403
43940;3996;7.02.2019 10:55;0.0000;0;14979
43941;6363;14.11.2019 23:16;0.0000;0;10326
43942;2273;26.01.2019 05:26;0.0000;0;10782
43943;3877;10.05.2019 12:10;0.0000;0;14693
43944;3145;3.07.2019 17:05;0.0000;0;12897
43945;4971;7.01.2019 08:22;0.0000;0;6874
43946;726;12.04.2019 20:55;0.0000;0;1734
43947;1979;29.08.2019 21:08;0.0000;0;4813
43948;1746;24.05.2019 03:03;0.0000;0;4219
43949;6520;28.02.2019 03:39;0.0000;0;15942
43950;4148;21.04.2019 18:26;0.0000;0;15343
43951;1893;7.08.2019 22:13;0.0000;0;4583
43952;1863;28.07.2019 22:23;0.0000;0;4509
43953;7400;10.10.2019 18:44;0.0000;0;18067
43954;1817;1.11.2019 16:01;0.0000;0;4392
43955;7540;21.10.2019 01:16;0.0000;0;18413
43956;6516;3.11.2019 09:02;0.0000;0;15934
43957;5216;17.05.2019 09:47;0.0000;0;7506
43958;7291;30.12.2019 18:21;0.0000;0;17779
43959;8538;14.08.2019 01:27;0.0000;0;20862
43960;5324;5.04.2019 07:03;0.0000;0;7757
43961;1438;26.12.2019 12:11;0.0000;0;3483
43962;9232;5.05.2019 15:54;0.0000;0;22567
43963;1331;8.03.2020 01:27;0.0000;0;3208
43964;6907;26.01.2020 22:29;0.0000;0;16851
43965;1422;15.02.2019 17:12;0.0000;0;3445
43966;2302;21.02.2020 18:01;0.0000;0;10848
43967;5838;24.01.2019 02:42;0.0000;0;9064
43968;9605;30.07.2019 18:23;0.0000;0;23499
43969;8530;9.05.2019 19:09;0.0000;0;20848
43970;172;31.01.2020 00:36;0.0000;0;394
43971;4550;13.03.2020 16:01;0.0000;0;5833
43972;9248;13.02.2019 00:14;0.0000;0;22597
43973;4930;17.03.2020 21:17;0.0000;0;6765
43974;5284;29.01.2019 07:09;0.0000;0;7648
43975;309;31.05.2019 06:01;0.0000;0;709
43976;5532;11.11.2019 16:46;0.0000;0;8321
43977;4899;8.03.2020 10:33;0.0000;0;6680
43978;3524;1.11.2019 21:35;0.0000;0;13819
43979;9344;1.02.2019 21:26;0.0000;0;22836
43980;6875;5.01.2019 20:10;0.0000;0;16774
43981;6741;9.09.2019 12:49;0.0000;0;16442
43982;1565;28.12.2019 08:37;0.0000;0;3794
43983;1160;10.05.2019 12:16;0.0000;0;2789
43984;1096;4.03.2020 08:00;0.0000;0;2634
43985;5106;5.07.2019 08:21;0.0000;0;7226
43986;1528;7.12.2019 07:15;0.0000;0;3695
43987;7785;20.10.2019 11:35;0.0000;0;19033
43988;2222;21.07.2019 15:09;0.0000;0;10654
43989;8260;25.08.2019 18:34;0.0000;0;20187
43990;1533;21.03.2019 09:04;0.0000;0;3708
43991;4260;14.11.2019 14:23;0.0000;0;15603
43992;4038;18.08.2019 19:24;0.0000;0;15073
43993;69;28.01.2019 05:05;0.0000;0;160
43994;7396;29.08.2019 00:54;0.0000;0;18058
43995;2281;19.12.2019 14:54;0.0000;0;10797
43996;6470;31.01.2019 10:44;0.0000;0;15820
43997;6261;11.03.2019 03:51;0.0000;0;10093
43998;99;8.06.2019 11:11;0.0000;0;236
43999;312;30.08.2019 18:55;0.0000;0;716
44000;3876;24.03.2019 15:25;0.0000;0;14689
44001;267;3.04.2019 00:26;0.0000;0;613
44002;4499;11.05.2019 13:03;0.0000;0;5714
44003;3253;5.01.2020 07:00;0.0000;0;13176
44004;444;3.10.2019 13:57;0.0000;0;24682
44005;4173;21.10.2019 03:54;0.0000;0;15397
44006;4907;9.02.2020 23:10;0.0000;0;6703
44007;8704;8.06.2019 04:28;0.0000;0;21255
44008;7774;30.08.2019 08:21;0.0000;0;19002
44009;808;8.06.2019 18:15;0.0000;0;1923
44010;955;15.03.2019 20:28;0.0000;0;2288
44011;1572;30.04.2019 07:19;0.0000;0;3815
44012;9349;29.05.2019 02:28;0.0000;0;22848
44013;3650;8.11.2019 03:40;0.0000;0;14128
44014;9191;17.03.2020 05:30;0.0000;0;22459
44015;3536;29.05.2019 07:43;0.0000;0;13849
44016;833;5.02.2020 02:13;0.0000;0;1976
44017;1865;5.01.2020 13:06;0.0000;0;4514
44018;6121;2.04.2019 08:27;0.0000;0;9752
44019;6922;30.07.2019 08:06;0.0000;0;16889
44020;8675;25.03.2019 11:38;0.0000;0;21185
44021;3176;25.01.2020 16:18;0.0000;0;12974
44022;8249;20.11.2019 21:39;0.0000;0;20159
44023;3876;2.05.2019 02:00;0.0000;0;14688
44024;493;27.11.2019 13:41;0.0000;0;1155
44025;8127;10.12.2019 14:27;0.0000;0;19862
44026;9494;3.09.2019 16:15;0.0000;0;23220
44027;5118;3.12.2019 18:09;0.0000;0;7255
44028;2061;3.03.2020 20:08;0.0000;0;5022
44029;7100;2.04.2019 13:02;0.0000;0;17321
44030;7779;21.04.2019 20:30;0.0000;0;19015
44031;1913;24.03.2019 21:16;0.0000;0;4635
44032;4597;19.05.2019 01:34;0.0000;0;5931
44033;7440;16.04.2019 11:46;0.0000;0;18166
44034;5479;29.01.2020 05:07;0.0000;0;8179
44035;1344;10.01.2020 20:56;0.0000;0;3240
44036;3527;8.04.2019 02:40;0.0000;0;13828
44037;2571;11.10.2019 04:44;0.0000;0;11524
44038;8287;18.01.2020 06:25;0.0000;0;20250
44039;7779;19.09.2019 11:41;0.0000;0;19015
44040;8243;5.07.2019 07:13;0.0000;0;20144
44041;5278;9.12.2019 00:16;0.0000;0;7637
44042;3487;8.02.2020 19:57;0.0000;0;13723
44043;3288;13.04.2019 18:39;0.0000;0;13262
44044;8709;19.03.2020 05:27;0.0000;0;21269
44045;5576;19.02.2019 10:13;0.0000;0;8430
44046;3272;2.06.2019 09:16;0.0000;0;13222
44047;3009;2.08.2019 02:56;0.0000;0;12569
44048;4362;21.11.2019 22:24;0.0000;0;5378
44049;4481;11.06.2019 02:29;0.0000;0;5671
44050;7431;9.01.2019 19:04;0.0000;0;18142
44051;1309;7.01.2020 21:05;0.0000;0;3152
44052;2188;18.08.2019 00:14;0.0000;0;10570
44053;683;13.02.2020 05:53;0.0000;0;1623
44054;2476;6.04.2019 19:06;0.0000;0;11282
44055;251;29.02.2020 20:52;0.0000;0;577
44056;24;29.06.2019 15:00;0.0000;0;55
44057;4392;13.06.2019 06:41;0.0000;0;5451
44058;9173;15.08.2019 11:24;0.0000;0;22410
44059;4628;14.03.2020 18:55;0.0000;0;6008
44060;8277;21.09.2019 12:34;0.0000;0;20226
44061;2926;24.10.2019 15:23;0.0000;0;12358
44062;2364;8.11.2019 16:08;0.0000;0;11004
44063;6556;29.03.2019 04:29;0.0000;0;16026
44064;6215;1.02.2019 19:21;0.0000;0;9985
44065;1787;26.06.2019 23:27;0.0000;0;4329
44066;6503;1.01.2019 03:27;0.0000;0;15902
44067;6225;25.04.2019 22:55;0.0000;0;10007
44068;6533;6.02.2020 11:18;0.0000;0;15971
44069;1392;25.03.2020 20:05;0.0000;0;3368
44070;5811;4.10.2019 23:38;0.0000;0;9003
44071;3010;3.03.2019 00:02;0.0000;0;12572
44072;8127;16.11.2019 13:40;0.0000;0;19862
44073;992;27.09.2019 22:43;0.0000;0;2382
44074;5203;9.03.2020 07:17;0.0000;0;7475
44075;1568;10.02.2019 14:14;0.0000;0;3803
44076;1597;14.01.2019 03:58;0.0000;0;3880
44077;3514;13.06.2019 02:17;0.0000;0;13792
44078;6470;2.02.2020 21:53;0.0000;0;15821
44079;4291;11.12.2019 15:11;0.0000;0;15687
44080;6021;31.05.2019 23:29;0.0000;0;9509
44081;5235;22.05.2019 08:02;0.0000;0;7554
44082;4306;20.02.2019 22:35;0.0000;0;15724
44083;4503;27.05.2019 14:11;0.0000;0;5725
44084;9071;17.02.2019 08:21;0.0000;0;22164
44085;2608;30.05.2019 07:56;0.0000;0;11616
44086;7871;4.02.2020 07:23;0.0000;0;19239
44087;5387;9.09.2019 23:49;0.0000;0;7936
44088;904;5.08.2019 19:24;0.0000;0;2166
44089;1868;15.02.2019 09:36;0.0000;0;4522
44090;8120;20.02.2019 16:17;0.0000;0;19846
44091;1040;5.01.2020 20:48;0.0000;0;2504
44092;8754;1.03.2020 12:30;0.0000;0;21396
44093;1929;9.03.2019 08:21;0.0000;0;4672
44094;7940;1.07.2019 22:58;0.0000;0;19415
44095;7621;30.11.2019 21:03;0.0000;0;18620
44096;4876;28.02.2020 10:26;0.0000;0;6625
44097;742;24.11.2019 04:11;0.0000;0;1774
44098;3896;7.06.2019 17:30;0.0000;0;14738
44099;3351;1.03.2019 11:35;0.0000;0;13396
44100;1156;29.11.2019 14:51;0.0000;0;2784
44101;1984;23.05.2019 00:39;0.0000;0;4824
44102;8739;2.03.2020 10:35;0.0000;0;21350
44103;9251;31.10.2019 11:07;0.0000;0;22606
44104;122;14.11.2019 14:58;0.0000;0;286
44105;5146;11.01.2020 16:03;0.0000;0;7335
44106;819;15.06.2019 03:55;0.0000;0;1948
44107;6600;24.07.2019 05:37;0.0000;0;16120
44108;9547;27.05.2019 09:37;0.0000;0;23353
44109;8941;10.11.2019 07:49;0.0000;0;21855
44110;9008;12.11.2019 09:12;0.0000;0;22020
44111;677;24.02.2019 07:14;0.0000;0;1610
44112;4680;4.01.2019 03:30;0.0000;0;6137
44113;9159;12.02.2020 07:23;0.0000;0;22370
44114;415;16.02.2020 13:51;0.0000;0;964
44115;9228;26.10.2019 09:24;0.0000;0;22559
44116;7000;16.02.2019 08:37;0.0000;0;17073
44117;9192;19.02.2019 01:01;0.0000;0;22462
44118;9403;20.10.2019 10:58;0.0000;0;22983
44119;162;28.09.2019 17:08;0.0000;0;371
44120;7923;6.03.2020 02:07;0.0000;0;19363
44121;4759;24.02.2019 14:19;0.0000;0;6331
44122;5651;3.08.2019 09:39;0.0000;0;24629
44123;1814;25.05.2019 04:13;0.0000;0;4385
44124;4707;7.11.2019 13:25;0.0000;0;6202
44125;5507;28.03.2019 15:43;0.0000;0;8252
44126;4753;3.10.2019 18:39;0.0000;0;6319
44127;6652;2.07.2019 18:43;0.0000;0;16246
44128;6855;5.01.2020 01:32;0.0000;0;16728
44129;3018;27.11.2019 02:30;0.0000;0;12593
44130;1471;31.08.2019 01:00;0.0000;0;3560
44131;872;10.03.2020 14:05;0.0000;0;2086
44132;3586;1.03.2020 02:07;0.0000;0;13972
44133;9517;13.12.2019 13:27;0.0000;0;23278
44134;8851;16.10.2019 11:09;0.0000;0;21625
44135;3604;28.08.2019 00:29;0.0000;0;14009
44136;1447;16.03.2019 11:44;0.0000;0;3499
44137;7776;30.09.2019 11:35;0.0000;0;19010
44138;3907;12.07.2019 13:19;0.0000;0;14757
44139;7104;4.10.2019 15:35;0.0000;0;17329
44140;9601;20.02.2019 18:33;0.0000;0;23489
44141;6304;18.09.2019 00:15;0.0000;0;10190
44142;5113;2.06.2019 16:55;0.0000;0;7242
44143;3549;18.03.2020 11:46;0.0000;0;13883
44144;3697;6.12.2019 09:55;0.0000;0;14241
44145;6332;18.02.2020 21:04;0.0000;0;10252
44146;799;20.05.2019 05:24;0.0000;0;1897
44147;5597;23.01.2019 18:23;0.0000;0;8487
44148;730;12.07.2019 06:11;0.0000;0;1745
44149;2721;18.09.2019 09:33;0.0000;0;11887
44150;6429;6.01.2019 07:34;0.0000;0;15728
44151;56;18.03.2020 10:32;0.0000;0;125
44152;5374;9.08.2019 09:52;0.0000;0;7906
44153;1962;27.11.2019 09:19;0.0000;0;4763
44154;8859;23.09.2019 04:41;0.0000;0;21645
44155;2356;25.03.2019 00:16;0.0000;0;10985
44156;2287;10.02.2019 01:03;0.0000;0;10816
44157;365;30.07.2019 11:56;0.0000;0;834
44158;5153;28.02.2020 12:48;0.0000;0;7353
44159;459;1.08.2019 09:26;0.0000;0;1072
44160;2167;19.10.2019 13:25;0.0000;0;10516
44161;38;12.05.2019 18:49;0.0000;0;24899
44162;3232;20.08.2019 00:21;0.0000;0;13120
44163;414;16.07.2019 19:52;0.0000;0;961
44164;2776;17.04.2019 01:25;0.0000;0;12016
44165;8595;14.10.2019 03:03;0.0000;0;21007
44166;8873;30.01.2019 08:15;0.0000;0;21676
44167;3669;9.12.2019 06:38;0.0000;0;14171
44168;2105;13.11.2019 19:31;0.0000;0;5123
44169;8309;14.05.2019 11:20;0.0000;0;20311
44170;3963;10.01.2019 21:37;0.0000;0;14900
44171;1209;11.09.2019 23:19;0.0000;0;2910
44172;7760;24.03.2020 12:49;0.0000;0;18971
44173;7458;10.08.2019 23:30;0.0000;0;18204
44174;1685;22.09.2019 07:08;0.0000;0;4075
44175;4584;23.12.2019 11:52;0.0000;0;5901
44176;2623;24.01.2019 09:28;0.0000;0;11661
44177;9474;30.11.2019 14:57;0.0000;0;23170
44178;1930;17.04.2019 11:59;0.0000;0;4675
44179;7618;19.09.2019 21:11;0.0000;0;18614
44180;5842;12.10.2019 05:34;0.0000;0;9073
44181;8034;17.08.2019 23:37;0.0000;0;19630
44182;7345;14.11.2019 08:58;0.0000;0;17915
44183;8345;7.08.2019 08:32;0.0000;0;20395
44184;8528;25.07.2019 13:55;0.0000;0;20842
44185;9193;26.09.2019 20:08;0.0000;0;22468
44186;6137;30.04.2019 05:16;0.0000;0;9790
44187;5415;18.09.2019 04:32;0.0000;0;8009
44188;6482;9.05.2019 04:24;0.0000;0;15851
44189;1163;26.09.2019 23:39;0.0000;0;2797
44190;7303;31.01.2020 16:50;0.0000;0;17806
44191;7801;3.10.2019 16:23;0.0000;0;19071
44192;3732;11.07.2019 05:41;0.0000;0;14331
44193;2102;2.09.2019 15:59;0.0000;0;5118
44194;9342;15.03.2019 10:19;0.0000;0;22831
44195;4151;29.01.2019 21:14;0.0000;0;15351
44196;154;2.09.2019 20:39;0.0000;0;352
44197;4296;17.04.2019 10:26;0.0000;0;15700
44198;5925;4.12.2019 02:26;0.0000;0;9277
44199;3415;13.02.2020 14:27;0.0000;0;13557
44200;5812;16.05.2019 11:40;0.0000;0;9004
44201;6019;30.01.2020 17:18;0.0000;0;9505
44202;8602;21.08.2019 06:02;0.0000;0;21022
44203;99;17.10.2019 05:06;0.0000;0;238
44204;1819;6.05.2019 04:31;0.0000;0;4400
44205;4376;22.11.2019 19:02;0.0000;0;5414
44206;1324;6.06.2019 03:27;0.0000;0;3187
44207;1875;19.10.2019 09:49;0.0000;0;4537
44208;894;1.12.2019 20:04;0.0000;0;2142
44209;9234;7.11.2019 23:22;0.0000;0;22570
44210;148;7.09.2019 18:45;0.0000;0;339
44211;1725;20.09.2019 08:56;0.0000;0;4162
44212;3061;17.10.2019 10:13;0.0000;0;12696
44213;144;6.01.2019 03:47;0.0000;0;329
44214;2283;14.01.2019 21:45;0.0000;0;10801
44215;8652;23.08.2019 11:22;0.0000;0;21134
44216;5870;19.06.2019 13:45;0.0000;0;9143
44217;2989;3.01.2020 15:37;0.0000;0;24540
44218;7657;25.06.2019 07:06;0.0000;0;18710
44219;8479;15.01.2020 17:29;0.0000;0;20718
44220;666;26.02.2019 02:39;0.0000;0;1579
44221;4121;25.09.2019 09:28;0.0000;0;15272
44222;823;25.04.2019 15:04;0.0000;0;1957
44223;1976;26.03.2019 19:14;0.0000;0;4802
44224;1487;13.12.2019 04:42;0.0000;0;3602
44225;3896;15.04.2019 07:21;0.0000;0;14735
44226;6368;2.05.2019 21:41;0.0000;0;10340
44227;4734;23.02.2019 21:45;0.0000;0;6272
44228;8601;21.05.2019 20:10;0.0000;0;21020
44229;2157;22.09.2019 04:24;0.0000;0;10493
44230;178;1.12.2019 17:52;0.0000;0;406
44231;3317;6.01.2020 19:30;0.0000;0;13330
44232;5096;25.02.2020 20:44;0.0000;0;7203
44233;4322;15.04.2019 20:48;0.0000;0;5282
44234;5029;3.12.2019 18:31;0.0000;0;7011
44235;700;9.08.2019 22:25;0.0000;0;1666
44236;76;3.07.2019 00:28;0.0000;0;176
44237;7597;6.10.2019 20:41;0.0000;0;18558
44238;6527;30.12.2019 01:25;0.0000;0;15959
44239;8768;25.08.2019 07:29;0.0000;0;21430
44240;8894;19.02.2020 13:48;0.0000;0;21720
44241;5703;1.02.2020 20:02;0.0000;0;8725
44242;488;31.05.2019 16:51;0.0000;0;1146
44243;8088;2.02.2020 15:17;0.0000;0;19760
44244;5581;1.03.2020 00:18;0.0000;0;8443
44245;989;27.10.2019 02:57;0.0000;0;2371
44246;8892;5.10.2019 19:30;0.0000;0;21716
44247;5038;7.05.2019 12:40;0.0000;0;7039
44248;8330;18.07.2019 17:57;0.0000;0;20359
44249;2491;18.11.2019 00:07;0.0000;0;11324
44250;5718;6.05.2019 15:48;0.0000;0;8753
44251;6890;21.11.2019 19:52;0.0000;0;16809
44252;1662;17.03.2020 12:36;0.0000;0;4026
44253;2162;26.11.2019 21:18;0.0000;0;10504
44254;2507;14.05.2019 01:08;0.0000;0;11365
44255;2427;4.02.2020 08:38;0.0000;0;11160
44256;6481;16.09.2019 07:42;0.0000;0;15849
44257;1588;3.03.2019 16:32;0.0000;0;3858
44258;1640;14.03.2019 21:23;0.0000;0;3977
44259;577;3.07.2019 07:59;0.0000;0;1374
44260;8203;10.03.2020 00:12;0.0000;0;20055
44261;2922;26.02.2019 21:44;0.0000;0;12347
44262;7918;1.04.2019 11:26;0.0000;0;19354
44263;6427;14.09.2019 06:39;0.0000;0;10482
44264;6739;9.02.2020 13:23;0.0000;0;16440
44265;3668;29.04.2019 01:47;0.0000;0;14170
44266;6558;8.09.2019 06:07;0.0000;0;16031
44267;5590;16.04.2019 04:56;0.0000;0;8467
44268;2751;9.05.2019 21:53;0.0000;0;11957
44269;9020;18.02.2019 16:00;0.0000;0;22052
44270;3792;23.07.2019 09:18;0.0000;0;14481
44271;7319;14.03.2020 19:37;0.0000;0;17845
44272;3894;24.04.2019 09:24;0.0000;0;14730
44273;2675;14.08.2019 07:21;0.0000;0;11780
44274;3051;1.04.2019 02:00;0.0000;0;12674
44275;9015;10.06.2019 17:44;0.0000;0;22042
44276;4394;2.12.2019 00:42;0.0000;0;5455
44277;8139;12.02.2019 11:00;0.0000;0;19893
44278;2929;26.04.2019 15:16;0.0000;0;12363
44279;539;12.02.2020 18:44;0.0000;0;1274
44280;3949;26.03.2019 20:24;0.0000;0;14864
44281;5010;13.03.2019 01:55;0.0000;0;6964
44282;952;26.04.2019 07:00;0.0000;0;2276
44283;4991;28.06.2019 12:36;0.0000;0;6924
44284;7357;25.06.2019 17:55;0.0000;0;17953
44285;4427;21.07.2019 12:04;0.0000;0;5533
44286;5950;19.11.2019 05:49;0.0000;0;9334
44287;5167;6.05.2019 18:53;0.0000;0;7388
44288;307;26.03.2019 23:12;0.0000;0;705
44289;80;3.06.2019 09:58;0.0000;0;186
44290;1800;7.02.2020 15:40;0.0000;0;4352
44291;9073;22.01.2019 12:36;0.0000;0;25027
44292;6882;22.04.2019 04:35;0.0000;0;16791
44293;6985;9.07.2019 10:56;0.0000;0;17041
44294;3084;4.06.2019 08:29;0.0000;0;12751
44295;8325;14.02.2020 21:06;0.0000;0;24805
44296;3515;18.03.2019 09:55;0.0000;0;13796
44297;6824;5.10.2019 21:33;0.0000;0;16662
44298;3944;8.02.2019 10:25;0.0000;0;14852
44299;3841;30.05.2019 09:33;0.0000;0;14593
44300;3528;28.02.2019 12:28;0.0000;0;13832
44301;1430;21.01.2019 11:44;0.0000;0;3466
44302;1203;5.09.2019 18:20;0.0000;0;2894
44303;4908;3.12.2019 09:01;0.0000;0;6705
44304;4030;2.03.2019 15:24;0.0000;0;15062
44305;2107;25.10.2019 04:27;0.0000;0;5129
44306;4765;22.10.2019 03:03;0.0000;0;6348
44307;7436;24.08.2019 04:44;0.0000;0;18152
44308;3524;19.11.2019 03:17;0.0000;0;13820
44309;7617;8.08.2019 02:20;0.0000;0;18613
44310;1750;10.02.2019 07:42;0.0000;0;4229
44311;2485;16.01.2020 12:59;0.0000;0;11306
44312;2314;4.03.2019 14:05;0.0000;0;10881
44313;5237;5.02.2020 16:16;0.0000;0;7560
44314;1547;12.05.2019 07:57;0.0000;0;3747
44315;4812;2.02.2020 21:40;0.0000;0;6466
44316;643;29.07.2019 02:48;0.0000;0;1529
44317;4970;5.03.2020 23:04;0.0000;0;6868
44318;9290;10.08.2019 10:22;0.0000;0;22705
44319;1354;31.03.2019 19:02;0.0000;0;3261
44320;2222;2.12.2019 11:27;0.0000;0;10653
44321;1194;29.11.2019 11:45;0.0000;0;2871
44322;6713;10.11.2019 07:34;0.0000;0;16382
44323;3795;15.12.2019 12:50;0.0000;0;14486
44324;6657;21.09.2019 09:43;0.0000;0;16260
44325;865;28.12.2019 15:34;0.0000;0;2069
44326;7211;28.05.2019 16:05;0.0000;0;17583
44327;7023;11.03.2020 14:32;0.0000;0;17135
44328;4862;17.09.2019 02:17;0.0000;0;6593
44329;7348;28.12.2019 13:38;0.0000;0;17923
44330;4785;21.08.2019 18:23;0.0000;0;6402
44331;143;24.02.2020 18:20;0.0000;0;328
44332;6538;28.02.2019 01:09;0.0000;0;15981
44333;8695;14.01.2019 04:09;0.0000;0;21234
44334;8700;11.06.2019 13:27;0.0000;0;21244
44335;4753;23.04.2019 03:49;0.0000;0;6319
44336;1235;1.02.2019 17:04;0.0000;0;2965
44337;2599;1.12.2019 19:56;0.0000;0;11590
44338;1513;7.11.2019 21:23;0.0000;0;3657
44339;309;5.10.2019 14:36;0.0000;0;708
44340;5833;23.08.2019 20:59;0.0000;0;9053
44341;9339;7.11.2019 07:18;0.0000;0;22825
44342;1054;12.06.2019 19:29;0.0000;0;2537
44343;4983;17.10.2019 23:55;0.0000;0;6904
44344;2233;21.01.2019 17:27;0.0000;0;10685
44345;3410;26.10.2019 05:13;0.0000;0;13544
44346;4900;19.02.2019 21:58;0.0000;0;6683
44347;3935;22.09.2019 01:10;0.0000;0;14826
44348;4737;26.06.2019 18:34;0.0000;0;6281
44349;3646;16.03.2020 12:18;0.0000;0;14116
44350;89;7.01.2020 21:35;0.0000;0;208
44351;8987;5.01.2020 04:34;0.0000;0;21970
44352;4087;22.02.2019 22:39;0.0000;0;15187
44353;4757;22.10.2019 13:14;0.0000;0;6325
44354;1657;15.01.2019 10:04;0.0000;0;4018
44355;5665;12.02.2019 20:16;0.0000;0;8635
44356;413;30.07.2019 20:20;0.0000;0;960
44357;2393;15.09.2019 07:53;0.0000;0;11071
44358;9579;19.07.2019 01:57;0.0000;0;23434
44359;6700;18.01.2020 22:34;0.0000;0;16357
44360;4608;23.09.2019 21:14;0.0000;0;5954
44361;3749;10.09.2019 14:24;0.0000;0;14382
44362;1390;24.05.2019 08:26;0.0000;0;3360
44363;3388;26.04.2019 05:09;0.0000;0;13491
44364;6448;31.10.2019 08:24;0.0000;0;15772
44365;5185;30.06.2019 18:24;0.0000;0;7431
44366;1628;3.02.2019 12:32;0.0000;0;3949
44367;7815;29.04.2019 02:15;0.0000;0;19105
44368;1037;27.01.2020 00:42;0.0000;0;2493
44369;7730;4.02.2019 21:47;0.0000;0;18907
44370;5555;14.11.2019 10:53;0.0000;0;8378
44371;3366;7.01.2019 17:49;0.0000;0;13435
44372;6800;3.11.2019 15:37;0.0000;0;16600
44373;8145;28.03.2019 14:34;0.0000;0;19909
44374;9627;2.02.2020 17:04;0.0000;0;23559
44375;6769;1.01.2019 10:32;0.0000;0;16512
44376;5089;11.05.2019 11:24;0.0000;0;7185
44377;6541;9.06.2019 16:29;0.0000;0;15989
44378;3909;6.07.2019 16:04;0.0000;0;14764
44379;4639;9.12.2019 00:59;0.0000;0;6036
44380;8336;8.04.2019 17:33;0.0000;0;20371
44381;6563;21.06.2019 15:26;0.0000;0;16043
44382;4500;20.02.2019 04:48;0.0000;0;5719
44383;2460;30.09.2019 16:49;0.0000;0;11247
44384;3214;26.07.2019 07:03;0.0000;0;13067
44385;2495;15.04.2019 21:14;0.0000;0;11334
44386;7208;28.03.2019 02:46;0.0000;0;17575
44387;2089;21.11.2019 23:34;0.0000;0;5084
44388;6787;19.06.2019 15:54;0.0000;0;16565
44389;4550;4.07.2019 03:02;0.0000;0;5834
44390;6308;22.09.2019 20:35;0.0000;0;10199
44391;3673;15.03.2019 15:07;0.0000;0;14182
44392;2450;12.08.2019 16:38;0.0000;0;11220
44393;9011;1.01.2020 04:10;0.0000;0;22031
44394;4651;18.07.2019 08:51;0.0000;0;6063
44395;610;14.01.2020 22:14;0.0000;0;1453
44396;3245;27.12.2019 07:26;0.0000;0;13158
44397;7243;21.02.2020 23:26;0.0000;0;17653
44398;6575;20.09.2019 11:06;0.0000;0;16072
44399;8109;6.11.2019 08:21;0.0000;0;19819
44400;4348;28.01.2020 10:30;0.0000;0;5345
44401;3436;9.01.2020 17:17;0.0000;0;13599
44402;1857;2.02.2020 18:33;0.0000;0;4495
44403;2031;17.12.2019 12:17;0.0000;0;4946
44404;4557;9.11.2019 13:58;0.0000;0;5850
44405;6356;8.03.2020 16:13;0.0000;0;10308
44406;4500;30.11.2019 16:18;0.0000;0;5718
44407;396;5.02.2019 02:39;0.0000;0;914
44408;8448;1.11.2019 12:36;0.0000;0;20636
44409;6985;23.12.2019 23:10;0.0000;0;17041
44410;2047;29.06.2019 00:26;0.0000;0;4987
44411;8165;28.03.2019 00:34;0.0000;0;19958
44412;3152;21.12.2019 14:39;0.0000;0;12917
44413;3675;9.12.2019 14:11;0.0000;0;14185
44414;9029;24.02.2020 07:11;0.0000;0;22079
44415;4256;27.06.2019 19:28;0.0000;0;15593
44416;704;30.08.2019 19:45;0.0000;0;1677
44417;7311;12.11.2019 01:25;0.0000;0;17824
